Question,Question_eng,Trigger
عندتناول ريسبيريدون٢مغ عدةاشهر واتحسن عليه ثم يأمرالطبيب بوقفه وبعدان تسوءالحالةيعيدني اليه عدةمرات هل يسبب هذاعدم فائدةالمدةالطويلةلتناوله وعودةالمرض الى ماكان عليه هل هذاخطأ,"When I take Risperidone 2 mg for several months and I get better, then the doctor orders me to stop it, and after the condition gets worse, he puts me back on it several times. Does this cause the long period of taking it to be of no benefit and the disease returning to what it was? Is this wrong?",0
"الأعمال المنزلية مثل غسيل السيارة وتنظيف الحديقة والذهاب للكلية والسوق والمسجد مشيا كل هذا يغنى عن ممارسة الرياضة مثل الجرى
30دقيقة باليوم ويكون له نفس فوائد رياضة الجرى","Household chores, such as washing the car, cleaning the garden, and walking to college, the market, and the mosque, all of this replaces exercise such as running.
30 minutes a day and it has the same benefits as running",0
"الأعمال المنزلية مثل غسيل السيارة وتنظيف الحديقة والذهاب للكلية والسوق والمسجد مشيا كل هذا يغنى عن ممارسة الرياضة مثل الجرى
30دقيقة باليوم ويكون له نفس فوائد رياضة الجرى","Household chores, such as washing the car, cleaning the garden, and walking to college, the market, and the mosque, all of this replaces exercise such as running.
30 minutes a day and it has the same benefits as running",0
مرحبا اني ستوني مزوجة ومشكلتي اني ضعيفة يعني وزني 40 وكلشي استعملت بس ماكو فائدة وهسه أسمعت بحبوب dxn وردت اعرف فوائدهه واضرارهه وإذا اكو بديل عنها,"Hello, I am sixty and married, and my problem is that I am weak, meaning my weight is 40, and everything I used was of no benefit. Now I heard about DXN pills and wanted to know its benefits and harms, and if there is an alternative to it.",0
مافائدة دواء جينوزيتول للمراة,What is the benefit of gynositol for women?,0
هل الزنجبيل ينظف القولون؟ وما هي فوائد الزنجبيل الأخرى؟,Does ginger clean the colon? What are the other benefits of ginger?,0
كم هي الكمية المناسبة من الفول السوداني لتناولها يوميًا، وما هي فوائد الفول السوداني للجسم؟,"How much is the appropriate amount of peanuts to eat daily, and what are the benefits of peanuts for the body?",0
س ع قبل اكثر من شهر ظهرت حبة صلبة تتحرك غير مؤلمة في باطن الخد من الفم بسبب عضها ماذا افعل لها اخذت سوبراكس دون فائدة ماذا افعل لها,"S. A. More than a month ago, a hard, painless moving pimple appeared on the inside of the cheek in the mouth due to her biting. What should I do to her? She took Suprax to no avail. What should I do to her?",0
"ما فائدة التحاميل(candid V-1)؟؟ وكم تستغرق من الوقت لعمل مفعولها؟
وهل تؤثر على الحامل في الشهر الثامن","What are the benefits of Candid V-1 suppositories? How long does it take to work?
Does it affect a pregnant woman in the eighth month?",0
أريد معلومات موثقة شرب الناس كافا باعتدال هل له فوائد صحية أم الأولي تركه ،. وأريد يضا خضار أو فواكه أو أعشاب طبيعية تنظف الرئتين وتقويهما والكبد ولكم جزيل الشكر...,"I want documented information about whether people drink kava in moderation. Does it have health benefits, or is it better to leave it? I also want vegetables, fruits or natural herbs that clean and strengthen the lungs and liver. Thank you very much...",0
"عمري ١٧ اريد ترك التدخين والكثير نصحوني اخذ علكة نيكوتين ابي اعرف وش اثارها الجانبية واضرارها وفوائدها وهل تنصحوني فيها؟ واذا نعم كم مره؟
وهل نفسها علكة النكوتين تسبب ادمان؟!","I am 17 years old and I want to quit smoking. Many people have advised me to take nicotine gum. I would like to know what its side effects, harms and benefits are. Do you advise me on it? If yes, how many times?
Does nicotine gum itself cause addiction?!",0
"ما هي فوائد بلع المذي للمرأة ..
ارجو ان يكون الجواب مفصل ؟؟
وشكرا","What are the benefits of swallowing semen for women?
I hope the answer is detailed??
Thank you",0
اعاني من انقطاع الطمت مدة سنة عمري 39 واتعرق كثيرا ونقص وزني طولي 1.67 ووزني 60 زرت عدة اطباء قالو اني عندي تكيس المبايض واخدت عدة ادوية لكن دون فائدة...,"I have been suffering from amenorrhea for a year. I am 39 years old, and I sweat a lot and have lost weight. My height is 1.67 and my weight is 60. I visited several doctors who said that I have polycystic ovary syndrome, and I took several medications, but to no avail...",0
دائما ما اعانى من دوار وعدم وضوح للرؤيه وتم عمل كشف باطنه وانف واذن وحنجره ولكن دون فائده فما الحل,"I always suffer from dizziness and blurred vision. I had an internal examination, nose, ear and throat examination, but to no avail. So what is the solution?",0
لو سمحت دكتور هل تتعارض حبوب حمض الفوليك مع حبوب منع الحمل مارفيلون وهل يستفيد الجسم من فائدة حبوب حمض الفوليك اثناء تناول حبوب منع الحمل وشكرا,"Please doctor, do folic acid pills conflict with Marvelon birth control pills, and does the body benefit from the benefits of folic acid pills while taking birth control pills? Thank you.",0
ما هي فائده أشعة دوبلير دوبلكس على القضيب,What are the benefits of duplex Doppler x-ray of the penis?,0
ما فوائد الصبغه علي الرحم ومتى يتم الجماع بعدها,What are the benefits of tincture on the uterus and when should intercourse occur after it?,0
ما هي فوائد و اضرار الإستمناء من الناحية الطبية,What are the benefits and harms of masturbation from a medical standpoint?,0
دكتور النسا كتبلي دواء كارنفيتا فورت علما بأن عندى تكيسات ايه فائدة الدواء ده النساء و هل هو الرجال فقط؟؟,"The gynecologist prescribed me Carnivita Forte, knowing that I have cysts. What is the benefit of this medicine for women, and is it only for men??",0
مافائدة سباسفون للحامل فالشعر التاسع,What is the benefit of Spasfon for pregnant women? The ninth hair,0
لدي طفل بعمر السنة ظهر لديه تقرحات بالحلقة وتضخم شديد حتى اختفت أسنانه ومضى عليه خمسة أشهر عجز أطباء الأسنان عن تقديم أي فائدة واخبروني أنهم اول مرة يشاهدون مثل...,I have a one-year-old child who developed sore throats and severe swelling until his teeth disappeared. Five months have passed since the dentists were unable to provide any benefit and they told me that it is the first time they have seen something like this...,0
اعاني من عدم حركة الحيوان المنوي وتشوهات رغم ان العدد ممتاز وصف لي طبيبي TRibonmix.......proviron هل لهم فائده لي,"I suffer from lack of sperm motility and abnormalities, although the number is excellent. My doctor prescribed me TRibonmix.......proviron. Are they useful for me?",0
كل حوالي أسبوع أشعر بسخونة زائدة جداً بالشفران الصفيران،وبالتالي أشعر بحكة فيهما،وحاولت ترطيب المنطقة بمياة باردة لبعض الوقت وثلج ،ولكن دون فائدة .. ما السبب!!وماذا أفعل ؟,"Every week or so, I feel very hot in my labia, and as a result, I feel itching in them. I tried moisturizing the area with cold water for some time and ice, but to no avail... What is the reason!! And what should I do?",0
أعاني من تضخم في البروستات ويحصل معي احتباس بالبول وأستعملت الكثير من الأدوية ولكن من دون فائدة ولم أعمل خزعة خوفا من الورم الخبيث....,"I suffer from an enlarged prostate and I suffer from urinary retention. I used many medications, but to no avail. I did not do a biopsy for fear of a malignant tumor....",0
انا استخدم ابر ليفوناكس قبل الحمل واستخدمت اربع ابر ايام التبويض فما هي الفائدة,"I used Levonax injections before pregnancy, and I used four injections on the days of ovulation, so what is the benefit?",0
celestene chronodose 5.7 mg ml هل هو صحي لللمراة ماهية فوائده على الجنين وكيفية استعماله هل حقنتين متاليتين كافيتين او وجب اربعة امراة حامل34 اسبوع,Celestene chronodose 5.7 mg ml Is it healthy for women? What are its benefits on the fetus and how to use it? Are two consecutive injections sufficient or are four necessary for a woman who is 34 weeks pregnant?,0
ما فائدة حبوب Folidoce للحامل,What is the benefit of Folidoce pills for pregnant women?,0
"ماهي فوائد و أثارOVumixالجانبية التهابات النسائية
حرقة في البول و حكة و الشعور بكثرة لدخول الحمام","What are the benefits and side effects of OVumix for gynecological infections?
Burning urination, itching, and the feeling of having to go to the bathroom frequently",0
كل شيء ممل وعندما آذيت نفسي فرحت لم تكن سوى عدة مرات إلى أصبح التشطيب وجميع تلك الطرق ممله حاولت أن أمارس رياضه وأتحدث مع العائله ولكن دون فائده الخطأ...,"Everything is boring, and when I hurt myself, I was happy. It was only a few times until I finished, and all those methods are boring. I tried to exercise and talk to my family, but to no avail...",0
أعاني من تكيس المبايض وتناول كليكوفاج 500 مرتين يوميا لمدة 4 شهور من دون فائدة ما العمل,I suffer from polycystic ovary syndrome and have been taking Glicophage 500 twice a day for 4 months without benefit. What should I do?,0
ماهي فائدة كلوميد قبل الحمل؟,What is the benefit of Clomid before pregnancy?,0
هل شرب كوب من الليمون والماء على الريق وكوب قبل النوم يساعد على حرق الدهون؟ وما هي فوائد شرب الماء الساخن قبل النوم؟,Does drinking a cup of lemon and water on an empty stomach and a cup before bed help burn fat? What are the benefits of drinking hot water before bed?,0
كيفية استخدام menopurو ماهي فوائده,How to use Menopur and what are its benefits,0
هل لزيت الزيتون فوائد لوضعه علي العضو الذكري,Are there benefits of olive oil and applying it to the penis?,0
عمري 31عام خامل في الشهر السابع عندي مشكلة جلدية اعاني من انتبارات حاكة جدا في فروة الرأس من حوالي عشربن استعملت مطهرات ومضاد حيوي جلدي لم اجد فائدة,"I am 31 years old and have been inactive for the seventh month. I have a skin problem. I suffer from very itchy rashes on the scalp. For about ten years, I have used antiseptics and skin antibiotics, but I have not found any benefit.",0
لدينا حالة التهاب كبد وبائي مع شكوك ب يرقان انسدادي في القناة الجامعة واحتمال وجود عقد..مالحل ومافائدة جهاز التنظير ercp..ارجو ارشادي ولكم الشكر,We have a case of hepatitis with suspicion of obstructive jaundice in the collecting duct and the possibility of the presence of nodes. What is the solution and what is the benefit of the ERCP endoscopy device? Please advise me. Thank you.,0
أعاني من مرض القولون،الذي كلما قلقت او غضبت يسبب لي انتفاخ على مستوى البطن مع الم شديد و فقدان الشهية و صعوبة التحرك،عملت ريجيم و لكن دون فائدة فقد فقدت...,"I suffer from colon disease, which causes me whenever I get anxious or angry, causing bloating in my abdomen, severe pain, loss of appetite, and difficulty moving. I tried dieting, but to no avail. I lost...",0
عندي التهاب بربخ حسب صورة الدوبلر والم شديد بالخصية منذ٧ شهور تناولت الكثيرمن المضاضات الحيوية دون فائدةو تحليل وزرع البول والسائل المنوي طبيعية وملمس الخصية خشن فما العللج,"I have epididymitis, according to the Doppler image, and severe pain in the testicle. For 7 months, I have taken many antibiotics to no avail. Urine and semen analysis and culture are normal, and the testicle feels rough. What is the problem?",0
ماهي فوائد vital pregne hansel للحامل وماهي مكوناته,What are the benefits of Vital Pregna Hansel for pregnant women and what are its components?,0
عملت تحليل الهرمونات خامس يوم الدوره وكانت FSH 3.85 و LH4.21 فهل هناك تكيسات او أسباب تمنع الحمل ؟ ومافائدة الكلوفاج ؟,I had a hormone test done on the fifth day of my period and the FSH was 3.85 and LH 4.21. Are there cysts or reasons that prevent pregnancy? What is the benefit of clovag?,0
اعاني انا واخواتي من الخوف والتوتر والقلق انا الوحيد الذي لجأ للطب النفسي لكن دون فائده مع العلم اننا جميعا لدينا نقص فيتامينDهل ممكن ان يكون هو سبب مانعانيه من...,"My sisters and I suffer from fear, stress, and anxiety. I am the only one who has resorted to psychiatry, but to no avail, knowing that we all have a vitamin D deficiency. Could this be the reason why we suffer from...",0
دكتور من فضلك ما فائدة تحليل الكومبو بعد 6 اسابيع ادا كانت p24 تختفي بعد 4 ال 5 اسابيع يعني هدا التحليل يصبح من جيل التالت حيت يبحت فقط على...,"Doctor, please, what is the benefit of the combo test after 6 weeks if p24 disappears after 4 to 5 weeks? This means that this test becomes a third generation test, as it only looks at...",0
ارغب بمعرفة فوائد استخدام مؤخر القذف باول ليله بيني وبين زوجتي وهل استخدامه بشكل متقطع مفيد ؟,"I would like to know the benefits of using delayed ejaculation on the first night between me and my wife, and is using it intermittently beneficial?",0
يسعد اوقاتكملو سمحتو ما هي افضل انواع حبوب منع الحمل وما هي فوائدها وما هي اضرارها وكيف تستعمل ؟!و شكرا لكم..,"Have a nice time, please. What are the best types of birth control pills, what are their benefits, what are their harms, and how are they used?! Thank you..",0
دكتور مانوع حاله سنوات طويلة دائما مهموم وحزين ومضايق وافكر وابكي حياتي وعمري ماله طعم وفائدة واغار سمعت او قراءت شاهدت افضل مني تلفاز وناس واقارب كل شي وصعوبات وكذا,"Doctor, what a condition he has been in for many years, always worried, sad, and upset, and thinking and crying. My life and my life have no taste or benefit. I am jealous. I have heard or read. I have watched better than me. Television. People and relatives. Everything. Difficulties and so on.",0
ماسبب الشعور بعدم التفريغ الكامل للبراز ، والمحاوله باخراجه دون فائده ؟,"What causes the feeling of not completely emptying the stool, and trying to expel it to no avail?",0
هل للحليب الطبيعي فائدة بعد الحمل,Is natural milk beneficial after pregnancy?,0
كم يستمر التهاب المعدة عادة لدي الم وغثيان منذ اكثر من شهر ونص مع العلم اني اخذ omeprazol لكن دون فائدة؟ شكرا,"How long does gastritis last? Usually, I have had pain and nausea for more than a month and a half, even though I have been taking omeprazol, but to no avail? Thanks",0
ما فوائد القذف بل فم ؟,What are the benefits of ejaculation in the mouth?,0
"Neurotonic
Ginkgo Biloba+
Brewewr's Yeast+B-Complex
هل هذا الدواء يزيد الوزن؟؟
ما هي فوائده وأضراره؟؟","Neurotonic
Ginkgo Biloba+
Brewewr's Yeast+B-Complex
Does this medicine increase weight??
What are its benefits and harms??",0
ماهي فوائد عشبة تفاحة ادم وطريقة استعمالها مما يعانون من ضعف في حركة الحيوانات المنوية ؟,What are the benefits of Adam's apple herb and how to use it for those suffering from weak sperm motility?,0
اعاني من الم في الضرس العلوي خصوصا في الليل مع العلم اني حامل وتناول مهدئ بارسيتامول ولكن دون فائدة ارجوكم ما الحل انا تعبانة جدا,"I suffer from pain in the upper molar, especially at night, knowing that I am pregnant and taking the sedative Paracetamol, but to no avail. Please, what is the solution? I am very tired.",0
أرجو الأجابة..لدي الم في المعدة مصحوب بشعور الغثيان دون تقيء منذ اكثر من شهر تحاليل الدم كانت طبيعية ااخذ Omeprazol منذ اسبوع ااخذه لكن دون فائدة! هل هذه اعراض خطرة؟,"Please answer.. I have stomach pain accompanied by a feeling of nausea without vomiting for more than a month. The blood tests were normal. I have been taking Omeprazol for a week. I have been taking it, but to no avail! Are these dangerous symptoms?",0
فوائد شرب الماء الدافئ على الريق,Benefits of drinking warm water on an empty stomach,0
ماهو فوائد دواء المغنيسيوم أو فيتامين cقبل أعراض الدوره الشهريه,What are the benefits of magnesium or vitamin C before menstrual symptoms?,0
متزوجة اعاني من تكيس المبايض اريد معرفة فائدة دواء gynositol في حالتي,I am married and suffer from polycystic ovary syndrome. I want to know the benefit of gynositol in my case,0
ماهي فوائد دهن القضيب وكيس الصفن بزيت الزيتون وهل يجب غسله بعد مدة محددة من الدهن؟,"What are the benefits of applying olive oil to the penis and scrotum, and should it be washed after a specific period of application?",0
احس بضعف شديد في جسمي و نوع من الرعشة الخفيفة في كفي فهل احتاج الى نوع معين من الفيتامينات المقوية للجسم و ماهي فوائد ال ( ملتي فيتامين ) ؟,I feel very weak in my body and a kind of slight tremor in my palms. Do I need a specific type of vitamins that strengthen the body and what are the benefits of (Multivitamins)?,0
ما هي فائدة شرب ملعقتين من زيت الزيتون قبل النوم كل يوم؟ وكم نسبة الدهون في ملعقة زيت الزيتون؟,What is the benefit of drinking two tablespoons of olive oil before bed every day? How much fat is in a tablespoon of olive oil?,0
"كيف على حسب جسد السيدة
ماهي فوائدها وأضرار حبوب منع الحمل novynette
وهل هي وسيلة مضمونه لمنع الحمل؟
كنت استخدم حبوب ميكروجينون لمدة 4 شهور وهذا الشهر غيرت إلى novynette","How according to the lady's body
What are the benefits and harms of Novynette birth control pills?
Is it a guaranteed method of contraception?
I was using Microgynon pills for 4 months and this month I changed to Novynette",0
هل شرب القهوة بالنسبة لي كشاب عمري 26 سنة صحي و مفيد؟ و ما المقدار اليومي لتحقيق الفائدة المرجوة اذا كانت مفيدة؟,"Is drinking coffee healthy and beneficial for me, as a 26-year-old man? What is the daily amount to achieve the desired benefit, if it is useful?",0
ماهي فائدة دواء ebefen tamoxifen 20mg و دواء vital sélénium A.C.E لزوجي صفر حيوانات منوية وارتفاع هرمون FSH,What is the benefit of ebefen tamoxifen 20mg and vital selenium A.C.E for my husband with zero sperm and high FSH?,0
فائدة فيتامين سي,Benefit of vitamin C,0
ما هي فوائد الجبنة النابلسية، وما هي أفضل أنواع الجبنة؟,"What are the benefits of Nabulsi cheese, and what are the best types of cheese?",0
ما هي فوائد فيتامين أوميغا 3؟ وهل الأوميجا 3 هو نفسه الفيتامين E؟,What are the benefits of vitamin Omega 3? Is omega 3 the same as vitamin E?,0
لماذا ينصح بالجماع بعد يوم التبويض مع العلم ان البويضة تعيش 24 ساعة فقط ثم تموت اما الحيوان المنوي يعيش 5 ايام.ما فائدة الجماع بعد موت البويضة؟,"Why is it recommended to have intercourse after the day of ovulation, knowing that the egg lives for only 24 hours and then dies, while the sperm lives for 5 days? What is the benefit of intercourse after the death of the egg?",0
هل كثرت تناول الرمان بشكل مبالغ فيه يسبب تصبغات بالأسنان؟ وهل لتناول الرمان فوائد صحية خاصة؟,Does eating too much pomegranate cause tooth discoloration? Does eating pomegranate have special health benefits?,0
قبل 4 أشهر أجريت عملية إزالة 2أكياس كل كيس في مبيض قال الطبيب أن السبب endometrios وصف لي decapeptyl6 أشهر ما فائدة الحقن، يتساءل خطبي عن الوقت المناسب للزواج لسهولة...,"4 months ago I underwent surgery to remove 2 cysts, each cyst in an ovary. The doctor said that the cause was endometrios. He prescribed me decapeptyl 6 months. What is the benefit of the injection? My fiancé wonders about the appropriate time for marriage for ease...",0
كم المده التي يظهر فوائد الجنسنج و رويال جيلي,How long does it take for the benefits of ginseng and royal jelly to appear?,0
مافائدة عقار فوليك أسيد هل ينفع للمرأة التي تريد الحمل,What is the benefit of folic acid? Is it useful for women who want to get pregnant?,0
مرحبا دكتور اني حامل في بدايه شهر 3 واعطت لي دكتوره خاصه بي دواء فيتافولين هل هذا صحيح ومافائده هذا الدواء,"Hello doctor, I am pregnant at the beginning of the 3rd month and my private doctor gave me the medicine Vitavolin. Is this true and what is the benefit of this medicine?",0
ما فائده فحص البروجسترون ؟؟؟؟,What is the benefit of progesterone testing????,0
"هل ممارسة الرياضة في سن 18 تزيد من طولك ؟؟؟؟؟
انا باقي لي شهرين وادخل سن 18 هل للرياضة فائدة لزيادة طولي
طولي 166 هل مناسب ؟؟؟؟؟","Does exercising at the age of 18 increase your height?????
I have two months left until I reach the age of 18. Does exercise have any benefit in increasing my height?
My height is 166, is it suitable?????",0
ما هي فائدة اسبيجيك رضيع للمرأة الحامل,What is the benefit of Aspegic infant for a pregnant woman?,0
بعد عمل تحليل للسائل المنوي تبين ان لدي ضعف في حركة الحيوانات 40% نشيطه ووصف لي احدهم هذا الدواء gonadotropin ماهي فائدة هذا الدواء؟ وهل هناك ادوية اخرى تزيد نشاطها,"After doing a semen analysis, it was found that I have weak sperm motility, 40% active, and someone prescribed this medicine to me, gonadotropin. What is the benefit of this medicine? Are there other medications that increase its activity?",0
هل شرب القهوة مرة فقط في الأسبوع كافي للحصول على فوائدها الصحية؟ وهل القهوة السوداء صحية؟,Is drinking coffee only once a week enough to get its health benefits? Is black coffee healthy?,0
فوائد دواء geralgine,Benefits of geralgine,0
هل توجد فوائد للقهوة للمعده والمرئ وما هى؟,"Are there any benefits of coffee for the stomach and esophagus, and what are they?",0
هل دواء Celine سيلين يزيد من فرص الحمل؟ ما فوائدة وماةأضرارة، مع العلم اني سليمة,"Does Celine increase the chances of pregnancy? What are the benefits and what are the harms, knowing that I am healthy",0
ما فائدة بيض العرب لمرض سرطان الكبد,What is the benefit of Arab eggs for liver cancer?,0
ماهي فوائد استعمال لأسبيكور,What are the benefits of using Aspicor?,0
فوائد واضرار عشبة الجنكو,Benefits and harms of ginkgo herb,0
سمعت عن فوائد المشي نصف ساعة يوميا هل يجب ان يكون المشي نصف ساعة متواصلة ام يجوز تقسيمها متقطعة على طول اليوم,"I heard about the benefits of walking half an hour a day. Should the walk be half an hour continuously, or may it be divided intermittently throughout the day?",0
انا فتي عمري ١٧ هل شرب المني تاعي يعطي فوائد ل جسمي,I am a 17-year-old boy. Does drinking my semen give benefits to my body?,0
فوائد الزنجبيل,Benefits of Ginger,0
كيف اتخلص من سواد في الركبتين جربت العديد من الوصفات الطبيعية لكن دون فائدة؟,"How do I get rid of dark knees? I tried many natural recipes, but to no avail?",0
ما فائدة فيتامين E للرجال، اذا كنا ننوي الإنجاب؟,"What is the benefit of vitamin E for men, if we intend to have children?",0
انا اعاني من عيني الحكة ويخرج منها شيئ ابيض اعاني من هذا المرض منذ اعوام ذهبت الى الطبيب عدة مرات لكن للفائدة,"I suffer from my eyes itching and a white thing comes out of them. I have been suffering from this disease for years. I went to the doctor several times, but to no avail.",0
"ما فائدة دواء Diven 50
ارجو الجواب وشكرا","What is the benefit of Diven 50?
I hope for an answer, thank you",0
كم ساعة يستغرق الحيوان المنوي لتلقيح البويضة؟اذا أقل من 24 ساعة فما هي فائدة حبوب منع الحمل الطارئ اذ,"How many hours does it take for a sperm to fertilize an egg? If less than 24 hours, what is the benefit of emergency contraception pills?",0
احس بفقدان المتعة في كل شيء، التفكير الدائم في لحظة الموت، اي شيء أقدم على فعله أقول ما الفائدة في النهاية سوف نموت,"I feel a loss of pleasure in everything, constantly thinking about the moment of death. Anything I do, I say what is the point, in the end we will die.",0
هل الشمر يرفع معدل هرمون الحليب؟ وما هي فوائد الشمر المغلي؟,Does fennel raise prolactin levels? What are the benefits of boiled fennel?,0
فوائد Zeta,Benefits of Zeta,0
ما هي فوائد الشاي الأسود؟ وهل الشاي الأسود ناتج عن تخمير الأوراق العطرية للشاي؟,What are the benefits of black tea? Is black tea the result of fermenting the aromatic tea leaves?,0
هل المكسرات مثل الفستق والفول السودانى لها فائدة أم ضرر فى حالة القولون العصبى؟,Are nuts such as pistachios and peanuts beneficial or harmful in the case of irritable bowel syndrome?,0
انا حامل وباخد حبوب غده درقية و حديد و كالسيوم ولبوس مثبت ومضاد حيوى يوناسين ودافلون . ياريت تفيدونى لو فيهم ادويه مينفعش تتاخد ورا بعض عشان متقللش من فائده...,"I am pregnant and take thyroid pills, iron, calcium, stabilizer suppositories, and the antibiotics Yonacin and Daflon. Please advise me if there are medications that cannot be taken together so as not to reduce the benefit...",0
لدي الياف في الرحم واستعمل بريمولت ١٠ مغ هل له أذرار ام فوائد,I have fibroids in the uterus and I use Primolut 10 mg. Does it have any side effects or benefits?,0
كيف يستخدم الدواء magosit والدواء gyno ferro sanol للحامل بالشهر الرابع وماهي الفوائد والمضار ...,"How is the drug magosit and the drug gyno ferro sanol used for pregnant women in the fourth month, and what are the benefits and harms...",0
"مافائده دواء بوسكوبان وتامسولين
لحصوه الحالب","What are the benefits of Buscopan and Tamsulin?
For ureteral stones",0
مافائدة Dexamad,What is the benefit of Dexamad?,0
هل يوجد فائدة للمكمل ديناميزان للجنس ؟,Is there a benefit to the supplement Dynamisan for sex?,0
"كروفيفان 50 ملغ مافوائده
اساعملته ثاني يوم الدورة ونقطعت","Crovivan 50 mg, what are its benefits?
I used it on the second day of my period and stopped",0
انا عمري22 توقفت عن العاده منذ شهر لكن اليوم مارستها عن ضعف ما المده التي يحتاجها الجسم للعوده الى طبيعته وهل ذهبت فائده الشهر بمجرد فعلي لها اليوم وكيف ازيد...,"I am 22 years old. I stopped the habit a month ago, but today I practiced it twice as long. How long does the body need to return to normal? Did the benefit of the month go away once I did it today? How can I increase...",0
متى أتوقف عن تناول حمض الفوليك؟و ماهي فوائده بعد الشهر السادس,When should I stop taking folic acid? And what are its benefits after the sixth month?,0
ماهي فوائد التمر المجفف للجنس,What are the benefits of dried dates for sex?,0
فائدة Glucosamine500,Benefit of Glucosamine500,0
"فائدة ومكونات دواء normalax powder, وهل يمكن استخدامه عند الحاجة بعد فتحة اي انه ممكن استخدامه بعد شهر من فتحة","The benefits and ingredients of the drug Norax Powder, and can it be used when needed after an opening, meaning that it can be used a month after an opening",0
فوائد دواء الداهيه,Benefits of Dahiya medicine,0
أرجو الإجابة عندي ادينو فيبروم في ثديي بحجم ستة ملمتر و سمعت بأنه يجب أن أخذ منه خزعة و احللها؟يعني ما فائدة التحليل و هل يمكن أن يكون شيء خطير...,"Please answer: I have adenoma fibroblasts in my breasts that are six millimeters in size, and I heard that I should take a biopsy and analyze it. What is the benefit of the analysis, and could it be something dangerous...",0
هل دواء الفوليك اسيد يساعد على الحمل بسرعه ومافوائده قبل الحمل حابه اعرف مع العلم اني اجهضت والدكتوره حكتلي صلي خذي؟؟,"Does folic acid help you get pregnant quickly and what are its benefits before pregnancy? I would like to know, knowing that I had a miscarriage and the doctor told me to pray and take it??",0
هل تجميد الخضروات يحافظ على فوائدها بنسبة %90 ? وشكرا,Does freezing vegetables preserve their benefits by 90%? Thank you,0
فوايد الجزر,Benefits of carrots,0
هل زيت الزيتون مضر للقضيب و ما هي فوائده؟,Is olive oil harmful to the penis and what are its benefits?,0
"ما هي فائدة دواء Pneumoccid
أرجو الإجابة من فضلكم.","What is the benefit of Pneumoccid?
Please answer please.",0
هل هناك فوائد لحبوب الفلوليك ببدايه الشهر الثالث,Are there benefits to folic acid pills at the beginning of the third month?,0
ما هي فائده هاد الدواء toricox,What is the benefit of this medicine toricox?,0
فوائد دهن القضيب وفتحة الشرج بزيت الزيتون,Benefits of applying olive oil to the penis and anus,0
مالفائدة من تحليل ب21 من الدورة البروجسترون اذا كنت اعلم ان تبويضي ممتاز والبويضة تصل الى 20 ماهي الفائدة من التحليل ؟,"What is the benefit of a B21 test from the progesterone cycle? If I know that my ovulation is excellent and the egg reaches 20, what is the benefit of the test?",0
أشعر بزلة تنفسية مع بلغم في الصدر وضيق في الصدر منذ الشهر .. درجة حرارتي طبيعية .. أخذت أدوية موسعة للقصبات وللحساسية والربو ولكن دون فائدة .. خططت قلبي والنتيجة...,"I have been feeling short of breath, phlegm in the chest, and chest tightness since the month. My temperature is normal. I took bronchodilator medications, allergies, and asthma, but to no avail. I planned my heart and the result...",0
هل شرب سائل المنوي الذي يخرج من مهبل المرأة غير مضر و ما هي أضراره و فوائده ؟؟,"Is drinking the semen that comes out of a woman’s vagina harmless, and what are its harms and benefits??",0
هل للشاي الأخضر أضرار جنسية ؟ مثل لما له فوائد جنسيه ويساعد بتكثير الحيوان المنوي. ولكن هل هو حقيقه ان التكثير من الشاي الأخضر أضرار ؟,"Does green tea have sexual side effects? For example, it has sexual benefits and helps increase sperm. But is it true that drinking too much green tea is harmful?",0
عندما أمارس الجنس مع زوجتي تفضل من الدبر فأنا أرفض هذا شي هل فيها فوائد جنس في البر؟,"When I have sex with my wife, she prefers it anally, I refuse this thing. Are there any benefits to sex on the ground?",0
فائده دواء stress tab 600 لشعر الراس,Benefits of stress tab 600 for scalp hair,0
هل زيت القرنفل يأخر القذف، وما هي فوائد القرنفل للجماع؟,"Does clove oil delay ejaculation, and what are the benefits of cloves for sexual intercourse?",0
هل الشعر الذي ينمو في جسم الرجل له فوائد وإذا نزعه هل يتعرض للأذى,"Does the hair that grows on a man’s body have any benefits? If he removes it, is he exposed to harm?",0
مافائدة الزيادة من جرعة الدواء النفسي,What is the benefit of increasing the dose of psychiatric medication?,0
وضع حلقة او مسمار في القضيب الذكري وما فائدة من ذلك,Putting a ring or nail in the penis and what is the benefit of that?,0
ما هي فائدة حبوب فيزان للتكيس؟ وهل تنقطع الدورة الشهرية فترة تناولها فورا؟ .. و هل يصغر الكيس الدموي؟,What are the benefits of Visanne pills for cysts? Does the menstrual cycle stop immediately while taking it? ..And does the blood sac get smaller?,0
عندي البطانه المهاجره وسويت عمليه واللن كتبولي فيزان ايش فوائده وايش اضراره,"I have an immigrant lining and had an operation, and now they wrote me a visa, what are the benefits and what are the harms?",0
ما هي فوائد حبوب سنافي؟ وما اثارها الجانبية,What are the benefits of Snafi pills? And what are its side effects?,0
اعاني من نقص في الحيوانات المنويه واستعملت ادويه مثل التيستيرون دون فائده انا متزوج صار لي سنتين,I suffer from low sperm count and I used medications such as testosterone to no avail. I am married for two years.,0
